"source_line","section_number","section_text","title","noise_flags","sequence_run","sequence_status","duplicate_group","canonical_candidate","review_required"
"64334","147","一百四十七","初入犬王传承","","2","monotonic_next","section-147","True","False"
"64542","148","一百四十八","何等的奴道造诣！","","2","monotonic_next","section-148","True","False"
"64738","149","一百四十九","菊花秋田犬","","2","monotonic_next","section-149","True","False"
"64932","150","一百五十","大电文狗","","2","monotonic_next","section-150","True","False"
"65148","151","一百五十一","狗胆蛊","","2","monotonic_next","section-151","True","False"
"65324","152","一百五十二","一心多用蛊","","2","monotonic_next","section-152","True","False"
"65528","153","一百五十三","随手杀了","","2","monotonic_next","section-153","True","False"
"65718","154","一百五十四","雷猪、岩鳄","","2","monotonic_next","section-154","True","False"
"65890","155","一百五十五","古铜皮蛊","","2","monotonic_next","section-155","True","False"
"66052","156","一百五十六","易火的招揽","","2","monotonic_next","section-156","True","False"
"66210","157","一百五十七","身上有毛的人","","2","monotonic_next","section-157","True","False"
"66434","158","一百五十八","毛民的传说","","2","monotonic_next","section-158","True","False"
"66620","159","一百五十九","新底牌","","2","monotonic_next","section-159","True","False"
"66810","160","一百六十","拦截","","2","monotonic_next","section-160","True","False"
"66978","161","一百六十一","以一对七(上)","","2","monotonic_next","section-161","True","False"
"67200","162","一百六十二","以一对七(中)","","2","monotonic_next","section-162","True","False"
"67396","163","一百六十三","以一对七(下)","","2","monotonic_next","section-163","True","False"
"67552","164","一百六十四","以一对七(终)","","2","monotonic_next","section-164","True","False"
"67732","165","一百六十五","声名大噪！","","2","monotonic_next","section-165","True","False"
"67920","166","一百六十六","狐仙福地开启","","2","monotonic_next","section-166","True","False"
"68090","167","一百六十七","地灵","","2","monotonic_next","section-167","True","False"
"68212","168","一百六十八","这年头干爹不好当","","2","monotonic_next","section-168","True","False"
"68362","169","一百六十九","撕了童子","","2","monotonic_next","section-169","True","False"
"68552","170","一百七十","魔道的觉悟","","2","monotonic_next","section-170","True","False"
"68720","171","一百七十一","铁家的荣耀","","2","monotonic_next","section-171","True","False"
"68882","172","一百七十二","且让他飞得再高些","","2","monotonic_next","section-172","True","False"
"69040","173","一百七十三","地灵——蛊仙之殇","","2","monotonic_next","section-173","True","False"
"69196","174","一百七十四","五转大战","","2","monotonic_next","section-174","True","False"
"69374","175","一百七十五","福地有灾劫","","2","monotonic_next","section-175","True","False"
"69522","176","一百七十六","群雄并现","","2","monotonic_next","section-176","True","False"
"69708","177","一百七十七","方源主动寻死","","2","monotonic_next","section-177","True","False"
"69908","178","一百七十八","炼仙蛊！","","2","monotonic_next","section-178","True","False"
"70102","179","一百七十九","他死了","","2","monotonic_next","section-179","True","False"
"70348","180","一百八十","一切皆在谋算中","","2","monotonic_next","section-180","True","False"
"70512","181","一百八十一","屠戮五转","","2","monotonic_next","section-181","True","False"
"70708","182","一百八十二","都要死！","","2","monotonic_next","section-182","True","False"
"70872","183","一百八十三","继续杀","","2","monotonic_next","section-183","True","False"
"71046","184","一百八十四","宇宙奥义，红莲魔尊","","2","monotonic_next","section-184","True","False"
"71184","185","一百八十五","狡诈鬼医，生死秘门","","2","monotonic_next","section-185","True","False"
"71332","186","一百八十六","恩怨情仇","","2","monotonic_next","section-186","True","False"
"71460","187","一百八十七","他也死了","","2","monotonic_next","section-187","True","False"
"71662","188","一百八十八","五转奴隶蛊","","2","monotonic_next","section-188","True","False"
"71828","189","一百八十九","青天碧空，狐仙金煌","","2","monotonic_next","section-189","True","False"
"72010","190","一百九十","只差最后一步","","2","monotonic_next","section-190","True","False"
"72226","191","一百九十一","魔无天","","2","monotonic_next","section-191","True","False"
"72404","192","一百九十二","魔道联军","","2","monotonic_next","section-192","True","False"
"72580","193","一百九十三","正魔齐攻","","2","monotonic_next","section-193","True","False"
"72754","194","一百九十四","群攻","","2","monotonic_next","section-194","True","False"
"72952","195","一百九十五","大功告成！","","2","monotonic_next","section-195","True","False"
"73146","196","一百九十六","白凝冰？","","2","monotonic_next","section-196","True","False"
"73360","197","一百九十七","白凝冰！","","2","monotonic_next","section-197","True","False"
"73512","198","一百九十八","战斗才刚刚开始","","2","monotonic_next","section-198","True","False"
"73696","199","一百九十九","为山九仞功亏一篑","","2","monotonic_next","section-199","True","False"
"73900","200","二百","春秋蝉！","","2","monotonic_next","section-200","True","False"
"74080","201","二百零一","人生匆匆百年，不过一场豪赌！","","2","monotonic_next","section-201","True","False"
"74252","202","二百零二","再度决战","","2","monotonic_next","section-202","True","False"
"74432","203","二百零三","一切皆在我掌控之中","","2","monotonic_next","section-203","True","False"
"74632","204","二百零四","白凝冰，你演够了吗？","","2","monotonic_next","section-204","True","False"
"74816","205","二百零五","再炼仙蛊！","","2","monotonic_next","section-205","True","False"
"75004","206","二百零六","今日暂且展翼去，明朝登仙笞凤凰！","","2","monotonic_next","section-206","True","False"
"75384","1","一","凤九歌","","3","decrease_review_required","section-1","False","True"
"75540","2","二","仙鹤门的谋","","3","monotonic_next","section-2","True","False"
"75664","3","三","方源苏醒","","3","monotonic_next","section-3","True","False"
"75830","4","四","执掌福地","","3","monotonic_next","section-4","True","False"
"75988","5","五","荡魂山胆石","","3","monotonic_next","section-5","True","False"
"76152","6","六","未来大计","","3","monotonic_next","section-6","True","False"
"76308","7","七","我喜欢你的恐惧","","3","monotonic_next","section-7","True","False"
"76494","8","八","一场戏","","3","monotonic_next","section-8","True","False"
"76662","9","九","上位者的良知","","3","monotonic_next","section-9","True","False"
"76822","10","十","为了明天！","","3","monotonic_next","section-10","True","False"
"77038","11","十一","渡地灾（上）","","3","monotonic_next","section-11","True","False"
"77244","12","十二","渡地灾（下）","","3","monotonic_next","section-12","True","False"
"77448","13","十三","有失有得","","3","monotonic_next","section-13","True","False"
"77624","14","十四","方正的痛苦","","3","monotonic_next","section-14","True","False"
"77784","15","十五","兄弟相见","","3","monotonic_next","section-15","True","False"
"77944","16","十六","石人族大发展","","3","monotonic_next","section-16","True","False"
"78122","17","十七","幽魂魔尊","","3","monotonic_next","section-17","True","False"
"78310","18","十八","方源你这个小王八蛋！","","3","monotonic_next","section-18","True","False"
"78470","19","十九","我们要屠仙","","3","monotonic_next","section-19","True","False"
"78660","20","二十","仙蛊和稀泥","","3","monotonic_next","section-20","True","False"
"78808","21","二十一","踏足北原","","3","monotonic_next","section-21","True","False"
"78992","22","二十二","你就从了我吧","","3","monotonic_next","section-22","True","False"
"79172","23","二十三","鬼脸葵海","","3","monotonic_next","section-23","True","False"
"79360","24","二十四","影鸦","","3","monotonic_next","section-24","True","False"
"79540","25","二十五","白骨战车","","3","monotonic_next","section-25","True","False"
"79730","26","二十六","常山阴之死","","3","monotonic_next","section-26","True","False"
"79888","27","二十七","人皮蛊","","3","monotonic_next","section-27","True","False"
"80056","28","二十八","雪洗蛊","","3","monotonic_next","section-28","True","False"
"80226","29","二十九","常山阴，做我的丈夫吧！","","3","monotonic_next","section-29","True","False"
"80432","30","三十","别挡住我通往成功的路！","","3","monotonic_next","section-30","True","False"
"80632","31","三十一","死在路上也丝毫不悔","","3","monotonic_next","section-31","True","False"
"80834","32","三十二","风狼王","","3","monotonic_next","section-32","True","False"
"81022","33","三十三","常山阴恩人","","3","monotonic_next","section-33","True","False"
"81190","34","三十四","葛家营地","","3","monotonic_next","section-34","True","False"
"81366","35","三十五","十年风雪两茫茫","","3","monotonic_next","section-35","True","False"
"81528","36","三十六","洪福齐天马鸿运","","3","monotonic_next","section-36","True","False"
"81728","37","三十七","钧力蛊","","3","monotonic_next","section-37","True","False"
"81894","38","三十八","蛮家挑战","","3","monotonic_next","section-38","True","False"
"82046","39","三十九","蛮家邀请","","3","monotonic_next","section-39","True","False"
"82218","40","四十","修复战骨车轮","","3","monotonic_next","section-40","True","False"
"82384","41","四十一","魂道蛊仙名鬼王","","3","monotonic_next","section-41","True","False"
"82564","42","四十二","蛛丝马迹蛊","","3","monotonic_next","section-42","True","False"
"82718","43","四十三","再获五转蛊","","3","monotonic_next","section-43","True","False"
"82854","44","四十四","力量才是根本","","3","monotonic_next","section-44","True","False"
"82984","45","四十五","小人之心君子之腹","","3","monotonic_next","section-45","True","False"
"83122","46","四十六","龟背狼群","","3","monotonic_next","section-46","True","False"
"83314","47","四十七","激战（上）","","3","monotonic_next","section-47","True","False"
"83530","48","四十八","激战（中）","","3","monotonic_next","section-48","True","False"
"83734","49","四十九","激战（下）","","3","monotonic_next","section-49","True","False"
"83922","50","五十","夜袭","","3","monotonic_next","section-50","True","False"
"84120","51","五十一","英雄的呼唤","","3","monotonic_next","section-51","True","False"
"84320","52","五十二","狼王，你的援军呢？！","","3","monotonic_next","section-52","True","False"
"84528","53","五十三","老族长之死","","3","monotonic_next","section-53","True","False"
"84704","54","五十四","琅琊福地","","3","monotonic_next","section-54","True","False"
"84898","55","五十五","古往炼道第一仙","","3","monotonic_next","section-55","True","False"
"85064","56","五十六","三尊说","","3","monotonic_next","section-56","True","False"
"85224","57","五十七","换蛊","","3","monotonic_next","section-57","True","False"
"85420","58","五十八","方源的尴尬","","3","monotonic_next","section-58","True","False"
"85570","59","五十九","不永生都是屎","","3","monotonic_next","section-59","True","False"
"85754","60","六十","今夜星空真美","","3","monotonic_next","section-60","True","False"
"85952","61","六十一","没有什么不能出卖的","","3","monotonic_next","section-61","True","False"
"86134","62","六十二","智道","","3","monotonic_next","section-62","True","False"
"86310","63","六十三","阴谋","","3","monotonic_next","section-63","True","False"
"86500","64","六十四","活棋","","3","monotonic_next","section-64","True","False"
"86684","65","六十五","水魔","","3","monotonic_next","section-65","True","False"
"86868","66","六十六","狼王，你疯了吗！？","","3","monotonic_next","section-66","True","False"
"86996","67","六十七","奴道之威!","","3","monotonic_next","section-67","True","False"
"87154","68","六十八","正道英雄","","3","monotonic_next","section-68","True","False"
"87308","69","六十九","投降","","3","monotonic_next","section-69","True","False"
"87492","70","七十","飞跃的修为","","3","monotonic_next","section-70","True","False"
"87662","71","七十一","气泡鱼","","3","monotonic_next","section-71","True","False"
"87814","72","七十二","五转敛息蛊","","3","monotonic_next","section-72","True","False"
"87958","73","七十三","中流砥柱","","3","monotonic_next","section-73","True","False"
"88090","74","七十四","杀人的好天气","","3","monotonic_next","section-74","True","False"
"88270","75","七十五","死吧，死吧","","3","monotonic_next","section-75","True","False"
"88484","76","七十六","贝草川","","3","monotonic_next","section-76","True","False"
"88648","77","七十七","裴燕飞","","3","monotonic_next","section-77","True","False"
"88854","78","七十八","安然撤退","","3","monotonic_next","section-78","True","False"
"89060","79","七十九","影响","","3","monotonic_next","section-79","True","False"
"89240","80","八十","算计地灵","","3","monotonic_next","section-80","True","False"
"89412","81","八十一","两仙蛊入手！","","3","monotonic_next","section-81","True","False"
"89598","82","八十二","交易仙蛊","","3","monotonic_next","section-82","True","False"
"89780","83","八十三","马英杰","","3","monotonic_next","section-83","True","False"
"89944","84","八十四","对常山阴的议论","","3","monotonic_next","section-84","True","False"
"90136","85","八十五","第二空窍！","","3","monotonic_next","section-85","True","False"
"90306","86","八十六","狼群暴膨","","3","monotonic_next","section-86","True","False"
"90478","87","八十七","再收异兽狼","","3","monotonic_next","section-87","True","False"
"90662","88","八十八","战力激增","","3","monotonic_next","section-88","True","False"
"90854","89","八十九","都给我滚","","3","monotonic_next","section-89","True","False"
"91062","90","九十","灰白石板","","3","monotonic_next","section-90","True","False"
"91240","91","九十一","地丘传承","","3","monotonic_next","section-91","True","False"
"91414","92","九十二","墨狮狂","","3","monotonic_next","section-92","True","False"
"91624","93","九十三","狼嚎声起","","3","monotonic_next","section-93","True","False"
"91826","94","九十四","龟玉狼皮蛊","","3","monotonic_next","section-94","True","False"
"92022","95","九十五","内外交困斩荆棘","","3","monotonic_next","section-95","True","False"
"92204","96","九十六","五十万狼启战端","","3","monotonic_next","section-96","True","False"
"92392","97","九十七","赵怜云","","3","monotonic_next","section-97","True","False"
"92532","98","九十八","东方余亮","","3","monotonic_next","section-98","True","False"
"92686","99","九十九","刺杀(大章)","","3","monotonic_next","section-99","True","False"
"92960","100","一百","星念蛊","","3","monotonic_next","section-100","True","False"
"93130","101","一百零一","三心合魂","","3","monotonic_next","section-101","True","False"
"93292","102","一百零二","令人惊喜的盗天传承","","3","monotonic_next","section-102","True","False"
"93470","103","一百零三","先挑狼王","","3","monotonic_next","section-103","True","False"
"93634","104","一百零四","大手一挥","","3","monotonic_next","section-104","True","False"
"93826","105","一百零五","大战","","3","monotonic_next","section-105","True","False"
"94014","106","一百零六","暗漩云涡","","3","monotonic_next","section-106","True","False"
"94200","107","一百零七","可靠的盟友","","3","monotonic_next","section-107","True","False"
"94368","108","一百零八","七星灯","","3","monotonic_next","section-108","True","False"
"94562","109","一百零九","狼王的狠辣","","3","monotonic_next","section-109","True","False"
"94754","110","一百一十","东方余亮的后手","","3","monotonic_next","section-110","True","False"
"94918","111","一百一十一","战功榜","","3","monotonic_next","section-111","True","False"
"95078","112","一百一十二","潜魂兽衣蛊","","3","monotonic_next","section-112","True","False"
"95258","113","一百一十三","扬名","","3","monotonic_next","section-113","True","False"
"95442","114","一百一十四","只是一场游戏","","3","monotonic_next","section-114","True","False"
"95596","115","一百一十五","偷鞋（上）","","3","monotonic_next","section-115","True","False"
"95748","116","一百一十六","偷鞋（下）","","3","monotonic_next","section-116","True","False"
"95896","117","一百一十七","五转功倍蛊","","3","monotonic_next","section-117","True","False"
"96042","118","一百一十八","老夫太白云生","","3","monotonic_next","section-118","True","False"
"96268","119","一百一十九","威望隆重功第一","","3","monotonic_next","section-119","True","False"
"96428","120","一百二十","风云急变少猛将","","3","monotonic_next","section-120","True","False"
"96610","121","一百二十一","修罗欧阳两败伤","","3","monotonic_next","section-121","True","False"
"96794","122","一百二十二","一心求胜顾狼王","","3","monotonic_next","section-122","True","False"
"96926","123","一百二十三","真武秘辛等支援","","3","monotonic_next","section-123","True","False"
"97052","124","一百二十四","穿越而已仍自奋","","3","monotonic_next","section-124","True","False"
"97224","125","一百二十五","为他整理容貌","","3","monotonic_next","section-125","True","False"
"97446","126","一百二十六","大战（上）","","3","monotonic_next","section-126","True","False"
"97626","127","一百二十七","大战（中）","","3","monotonic_next","section-127","True","False"
"97796","124","一百二十四","穿越而已仍自奋","","4","decrease_review_required","section-124","False","True"
"97968","129","一百二十九","大战（终）","","5","gap_review_required","section-129","False","True"
"98182","130","一百三十","“父子”相见","","5","monotonic_next","section-130","True","False"
"98346","131","一百三十一","大决战","","5","monotonic_next","section-131","True","False"
"98532","132","一百三十二","雪松子","","5","monotonic_next","section-132","True","False"
"98704","133","一百三十三","挑将","","5","monotonic_next","section-133","True","False"
"98886","134","一百三十四","五转巅峰！","","5","monotonic_next","section-134","True","False"
"99088","135","一百三十五","以一对三！","","5","monotonic_next","section-135","True","False"
"99266","136","一百三十六","四臂地王！","","5","monotonic_next","section-136","True","False"
"99494","137","一百三十七","兼修两道！","","5","monotonic_next","section-137","True","False"
"99704","138","一百三十八","胜局已定","","5","monotonic_next","section-138","True","False"
"99900","139","一百三十九","陷害蛊仙？","","5","monotonic_next","section-139","True","False"
"100080","140","一百四十","马鸿运","","5","monotonic_next","section-140","True","False"
"100238","141","一百四十一","渺小者的前行","","5","monotonic_next","section-141","True","False"
"100416","142","一百四十二","寻觅成功","","5","monotonic_next","section-142","True","False"
"100612","143","一百四十三","幽火蟒穴藏传承","","5","monotonic_next","section-143","True","False"
"100822","144","一百四十四","借力雪蝠御天青","","5","monotonic_next","section-144","True","False"
"100998","145","一百四十五","诗仙陨落星鹫峰","","5","monotonic_next","section-145","True","False"
"101172","146","一百四十六","好好教育","","5","monotonic_next","section-146","True","False"
"101340","147","一百四十七","巨阳仙尊","","5","monotonic_next","section-147","True","False"
"101512","148","一百四十八","王庭圣宫","","5","monotonic_next","section-148","True","False"
"101698","149","一百四十九","谋算艰难生不易","","5","monotonic_next","section-149","True","False"
"101862","150","一百五十","雪爪飞舞楼显化","","5","monotonic_next","section-150","True","False"
"102058","151","一百五十一","竟是蛊仙传承！","","5","monotonic_next","section-151","True","False"
"102234","152","一百五十二","三等通关可为上？","","5","monotonic_next","section-152","True","False"
"102454","153","一百五十三","巨阳大局晶中宝","","5","monotonic_next","section-153","True","False"
"102636","154","一百五十四","仙尊意志","","5","monotonic_next","section-154","True","False"
"102832","155","一百五十五","关键问题","","5","monotonic_next","section-155","True","False"
"103026","156","一百五十六","参透密语","","5","monotonic_next","section-156","True","False"
"103216","157","一百五十七","贪生怕死因由何？","","5","monotonic_next","section-157","True","False"
"103372","158","一百五十八","三份传承显本性","","5","monotonic_next","section-158","True","False"
"103562","159","一百五十九","伟力逆流惊圣宫","","5","monotonic_next","section-159","True","False"
"103750","160","一百六十","众人蜂拥各有意","","5","monotonic_next","section-160","True","False"
"103934","161","一百六十一","近水楼台解玄秘","","5","monotonic_next","section-161","True","False"
"104124","162","一百六十二","人生为何早有悟（六千二大章）","","5","monotonic_next","section-162","True","False"
"104494","163","一百六十三","墨瑶意志","","5","monotonic_next","section-163","True","False"
"104686","164","一百六十四","六臂天尸王","","5","monotonic_next","section-164","True","False"
"104842","165","一百六十五","妥协","","5","monotonic_next","section-165","True","False"
"105004","166","一百六十六","死不足惜","","5","monotonic_next","section-166","True","False"
"105176","167","一百六十七","炼得地魁尸蛊","","5","monotonic_next","section-167","True","False"
"105368","168","一百六十八","人肉试验","","5","monotonic_next","section-168","True","False"
"105534","169","一百六十九","墨瑶的弱点","","5","monotonic_next","section-169","True","False"
"105690","170","一百七十","再探真阳楼","","5","monotonic_next","section-170","True","False"
"105850","171","一百七十一","奖励的杀招","","5","monotonic_next","section-171","True","False"
"106026","172","一百七十二","公子，救我……","","5","monotonic_next","section-172","True","False"
"106206","173","一百七十三","联姻","","5","monotonic_next","section-173","True","False"
"106358","174","一百七十四","代理家老","","5","monotonic_next","section-174","True","False"
"106512","175","一百七十五","杀招完善","","5","monotonic_next","section-175","True","False"
"106724","176","一百七十六","升六角，难找试蛊之人","","5","monotonic_next","section-176","True","False"
"106876","177","一百七十七","战飞熊，狼王独得五成","","5","monotonic_next","section-177","True","False"
"107064","178","一百七十八","杀飞熊，最后关口生变","","5","monotonic_next","section-178","True","False"
"107348","179","一百七十九","水魔陨，方源一语惊人","","5","monotonic_next","section-179","True","False"
"107580","180","一百八十","终过关，方源索要仙蛊","","5","monotonic_next","section-180","True","False"
"107786","181","一百八十一","演飞熊，墨瑶话虚道","","5","monotonic_next","section-181","True","False"
"107948","182","一百八十二","仙凡之别差万千","","5","monotonic_next","section-182","True","False"
"108148","183","一百八十三","互有阴谋各算计","","5","monotonic_next","section-183","True","False"
"108324","184","一百八十四","父子羁绊真假情","","5","monotonic_next","section-184","True","False"
"108488","185","一百八十五","散迫身亡不可待","","5","monotonic_next","section-185","True","False"
"108678","186","一百八十六","牺牲（六千七大章）","","5","monotonic_next","section-186","True","False"
"109132","187","一百八十七","影子深黑","","5","monotonic_next","section-187","True","False"
"109442","188","一百八十八","力道仙蛊出现","","5","monotonic_next","section-188","True","False"
"109640","189","一百八十九","计划发动！","","5","monotonic_next","section-189","True","False"
"109842","190","一百九十","青藤锁关，方源暗害","","5","monotonic_next","section-190","True","False"
"110018","191","一百九十一","早有准备，墨瑶惊疑","","5","monotonic_next","section-191","True","False"
"110228","192","一百九十二","真传秘境，意想不到","","5","monotonic_next","section-192","True","False"
"110428","193","一百九十三","三老三真传，意志可取巧","","5","monotonic_next","section-193","True","False"
"110622","194","一百九十四","长生难难难","","5","monotonic_next","section-194","True","False"
"110806","195","一百九十五","无上真传！","","5","monotonic_next","section-195","True","False"
"110964","196","一百九十六","捡漏","","5","monotonic_next","section-196","True","False"
"111164","197","一百九十七","霜玉孔雀","","5","monotonic_next","section-197","True","False"
"111334","198","一百九十八","今夜无眠","","5","monotonic_next","section-198","True","False"
"111512","199","一百九十九","察运蛊","","5","monotonic_next","section-199","True","False"
"111700","200","二百","可怜人（大章）","","5","monotonic_next","section-200","True","False"
"112024","201","二百零一","苏醒","","5","monotonic_next","section-201","True","False"
"112230","202","二百零二","伏击巨阳意志","","5","monotonic_next","section-202","True","False"
"112418","203","二百零三","巨阳反击","","5","monotonic_next","section-203","True","False"
"112626","204","二百零四","不自由毋宁死","","5","monotonic_next","section-204","True","False"
"112886","205","二百零五","胜负关键","","5","monotonic_next","section-205","True","False"
"113086","206","二百零六","江山如故","","5","monotonic_next","section-206","True","False"
"113292","207","二百零七","蒙蔽地灵","","5","monotonic_next","","True","False"
"113496","208","二百零八","身份暴露","","5","monotonic_next","","True","False"
"113662","209","二百零九","天外之魔！","","5","monotonic_next","","True","False"
"113834","210","二百一十","我们是同门师兄弟！","","5","monotonic_next","","True","False"
"114084","211","二百一十一","复原荡魂山","","5","monotonic_next","","True","False"
"114352","212","二百一十二","鸿运之因","","5","monotonic_next","","True","False"
"114516","213","二百一十三","大力真武体","","5","monotonic_next","","True","False"
"114734","214","二百一十四","鸿运之威","","5","monotonic_next","","True","False"
"114942","215","二百一十五","自己阻止自己？","","5","monotonic_next","","True","False"
"115172","216","二百一十六","对战黑楼兰","","5","monotonic_next","","True","False"
"115444","217","二百一十七","抓住最大的破绽！","","5","monotonic_next","","True","False"
"115686","218","二百一十八","炼化八十八角真阳楼","","5","monotonic_next","","True","False"
"115896","219","二百一十九","阴险无耻小人！","","5","monotonic_next","","True","False"
"116084","220","二百二十","还有后手","","5","monotonic_next","","True","False"
"116326","221","二百二十一","升仙！","","5","monotonic_next","","True","False"
"116578","222","二百二十二","十大凶灾乱歧牙","","5","monotonic_next","","True","False"
"116776","223","二百二十三","枭雄黑楼兰","","5","monotonic_next","","True","False"
"116978","224","二百二十四","无相手","","5","monotonic_next","","True","False"
"117196","225","二百二十五","混乱危局","","5","monotonic_next","","True","False"
"117434","226","二百二十六","发财","","5","monotonic_next","","True","False"
"117668","227","二百二十七","痛并快乐着","","5","monotonic_next","","True","False"
"117876","228","二百二十八","终成蛊仙","","5","monotonic_next","","True","False"
"118104","229","二百二十九","大同风幕","","5","monotonic_next","","True","False"
"118316","230","二百三十","重大抉择","","5","monotonic_next","","True","False"
"118496","231","二百三十一","惊变","","5","monotonic_next","","True","False"
"118714","232","二百三十二","大惊变","","5","monotonic_next","","True","False"
"118926","233","二百三十三","不肖子孙","","5","monotonic_next","","True","False"
"119134","234","二百三十四","巨阳逞威，方源得助","","5","monotonic_next","","True","False"
"119314","235","二百三十五","方源VS巨阳意志","","5","monotonic_next","","True","False"
"119482","236","二百三十六","方源VS巨阳意志（续）","","5","monotonic_next","","True","False"
"119692","237","二百三十七","三八封禁术","","5","monotonic_next","","True","False"
"119866","238","二百三十八","最后的底牌","","5","monotonic_next","","True","False"
"120074","239","二百三十九","不犯同样的错误(上)","","5","monotonic_next","","True","False"
"120186","240","二百四十","不犯同样的错误（下）","","5","monotonic_next","","True","False"
"120268","241","二百四十一","人生路","","5","monotonic_next","","True","False"
"120470","242","二百四十二","答案就在己身！","","5","monotonic_next","","True","False"
"120682","243","二百四十三","枭雄","","5","monotonic_next","","True","False"
"120866","244","二百四十四","双魔","","5","monotonic_next","","True","False"
"121058","1","一","回归狐仙福地","","6","decrease_review_required","section-1","False","True"
"121210","2","二","愧疚的太白云生","","6","monotonic_next","section-2","True","False"
"121422","3","三","再见智慧蛊","","6","monotonic_next","section-3","True","False"
"121572","4","四","破产和僵盟","","6","monotonic_next","section-4","True","False"
"121714","5","五","问询墨瑶意志","","6","monotonic_next","section-5","True","False"
"121878","6","六","推算蛊方","","6","monotonic_next","section-6","True","False"
"122040","7","七","我要大义灭亲","","6","monotonic_next","section-7","True","False"
"122192","8","八","东方长凡方寸山","","6","monotonic_next","section-8","True","False"
"122350","9","九","破局难黑楼兰","","6","monotonic_next","section-9","True","False"
"122504","10","十","人的肮脏","","6","monotonic_next","section-10","True","False"
"122656","11","十一","雪山立盟","","6","monotonic_next","section-11","True","False"
"122816","12","十二","再面泥沼蟹","","6","monotonic_next","section-12","True","False"
"123004","13","十三","墨人王","","6","monotonic_next","section-13","True","False"
"123154","14","十四","辨认仙蛊","","6","monotonic_next","section-14","True","False"
"123304","15","十五","收获颇丰","","6","monotonic_next","section-15","True","False"
"123468","16","十六","三张十成仙蛊方！","","6","monotonic_next","section-16","True","False"
"123616","17","十七","巨大利润！","","6","monotonic_next","section-17","True","False"
"123766","18","十八","八臂仙人春星雨","","6","monotonic_next","section-18","True","False"
"123910","19","十九","星罗小仙","","6","monotonic_next","section-19","True","False"
"124044","20","二十","鹤风扬之谋","","6","monotonic_next","section-20","True","False"
"124174","21","二十一","冰钻星尘","","6","monotonic_next","section-21","True","False"
"124342","22","二十二","封印春秋蝉","","6","monotonic_next","section-22","True","False"
"124482","23","二十三","仙蛊喂养的难题","","6","monotonic_next","section-23","True","False"
"124636","24","二十四","千愿树","","6","monotonic_next","section-24","True","False"
"124782","25","二十五","磐石气运","","6","monotonic_next","section-25","True","False"
"124986","26","二十六","死了","","6","monotonic_next","section-26","True","False"
"125196","27","二十七","人药蛊","","6","monotonic_next","section-27","True","False"
"125378","28","二十八","一战黑城","","6","monotonic_next","section-28","True","False"
"125548","29","二十九","奇蛊榜排行第四","","6","monotonic_next","section-29","True","False"
"125672","30","三十","仙蛊喊饿","","6","monotonic_next","section-30","True","False"
"125828","31","三十一","芝林、地马","","6","monotonic_next","section-31","True","False"
"126002","32","三十二","九龙护棺运","","6","monotonic_next","section-32","True","False"
"126166","33","三十三","炼制群力蛊","","6","monotonic_next","section-33","True","False"
"126342","34","三十四","黑楼兰升仙（上）","","6","monotonic_next","section-34","True","False"
"126486","35","三十五","黑楼兰升仙（中）","","6","monotonic_next","section-35","True","False"
"126684","36","三十六","黑楼兰升仙（下）","","6","monotonic_next","section-36","True","False"
"165164","261","二百六十一","修为低也有好处：","","7","gap_review_required","","False","True"
"167914","274","二百七十四","百日大战落幕：","","8","gap_review_required","","False","True"
"168316","276","二百七十六","弃此残躯换清风：","","9","gap_review_required","","False","True"
"170712","288","二百八十八","多重复合蛊阵：","","10","gap_review_required","","False","True"
"171536","292","二百九十二","方源谋划：","","11","gap_review_required","","False","True"
"174456","306","三百零六","蓝：","","12","gap_review_required","","False","True"
"174982","308","三百零八","威凌天地：","","13","gap_review_required","","False","True"
"195908","39","三十九","罐河察运：","","14","decrease_review_required","section-39","False","True"
"203362","78","七十八","变化道宗师！：手机用户请访问http://m.piaotian.","site_markup","15","gap_review_required","section-78","False","True"
"204724","85","八十五","黑家大战（中：手机用户请访问http://m.piaotian.","site_markup","16","gap_review_required","section-85","False","True"
"208742","104","一百零四","再杀：手机用户请访问http://m.piaotian.","site_markup","17","gap_review_required","section-104","False","True"
"237672","255","二百五十五","脚踹八转大能：","","18","gap_review_required","","False","True"
"237884","256","二百五十六","小人的坚持：","","18","monotonic_next","","False","False"
"239270","263","二百六十三","逆流河太古秘辛：","","19","gap_review_required","","False","True"
"240798","270","二百七十","影宗方源和谈？：","","20","gap_review_required","","False","True"
"274432","445","四百四十五","难怪方源看不上我：","","21","gap_review_required","","False","True"
"278346","467","四百六十七","香消玉殒：","","22","gap_review_required","","False","True"
"278504","468","四百六十八","搜刮战利品：","","22","monotonic_next","","False","False"
"289108","533","五百三十三","四千年寿蛊！：","","23","gap_review_required","section-533","False","True"
"289266","534","五百三十四","炼道真意：","","23","monotonic_next","section-534","False","False"
"289398","533","五百三十三","四千年寿蛊！：","","24","decrease_review_required","section-533","False","True"
"289554","534","五百三十四","炼道真意：","","24","monotonic_next","section-534","False","False"
"386824","70","七十","强弱(第1/1页)","","25","decrease_review_required","section-70","False","True"
